input_1,input_2,input_3,label_id,label,split
759,750,1212,0,BATU,train
2229,911,3447,3,TIDAK_VALID,test
4031,1379,2631,3,TIDAK_VALID,train
852,829,839,0,BATU,train
2075,2162,4019,3,TIDAK_VALID,train
901,921,426,0,BATU,train
3324,3138,806,1,GUNTING,test
3257,2349,3920,3,TIDAK_VALID,validation
2707,3575,2496,3,TIDAK_VALID,train
3212,3358,3538,2,KERTAS,validation
3921,3165,443,1,GUNTING,train
3201,3191,730,1,GUNTING,train
3765,3667,3125,2,KERTAS,train
261,1099,794,0,BATU,train
3660,3769,827,1,GUNTING,train
3151,1760,2016,3,TIDAK_VALID,test
2745,672,1561,3,TIDAK_VALID,test
431,1123,612,0,BATU,validation
3336,3219,1783,3,TIDAK_VALID,validation
3637,3093,132,1,GUNTING,train
1011,490,1217,0,BATU,train
1991,2966,2636,3,TIDAK_VALID,train
3000,4046,343,1,GUNTING,test
3511,2601,2190,3,TIDAK_VALID,train
1194,991,3563,3,TIDAK_VALID,train
155,124,1015,0,BATU,test
2887,3493,3209,2,KERTAS,test
3405,3277,3162,2,KERTAS,train
1039,758,666,0,BATU,train
290,938,1143,0,BATU,train
589,1135,326,0,BATU,test
3223,2905,3906,2,KERTAS,train
3214,3476,3786,2,KERTAS,train
3697,3783,256,1,GUNTING,train
3209,3368,3539,2,KERTAS,test
1037,97,1045,0,BATU,validation
3419,1628,274,3,TIDAK_VALID,train
4053,3906,1004,1,GUNTING,test
29,69,1049,0,BATU,train
3006,3688,323,1,GUNTING,train
3452,3191,3026,2,KERTAS,train
2879,3745,3182,2,KERTAS,train
3586,2496,2048,3,TIDAK_VALID,train
271,2774,97,3,TIDAK_VALID,train
4051,3825,3294,2,KERTAS,test
1142,116,1221,0,BATU,train
3457,3804,3203,2,KERTAS,train
3584,3311,3523,2,KERTAS,train
3003,2974,3347,2,KERTAS,train
3406,3768,1066,1,GUNTING,train
3415,2874,92,1,GUNTING,train
789,848,1208,0,BATU,train
981,331,394,0,BATU,train
720,2286,2727,3,TIDAK_VALID,test
3422,3406,258,1,GUNTING,test
3839,3490,4030,2,KERTAS,test
4002,2459,3604,3,TIDAK_VALID,validation
3130,3163,3290,2,KERTAS,train
325,750,252,0,BATU,train
3065,3602,3703,2,KERTAS,train
3544,3241,1157,1,GUNTING,validation
955,425,439,0,BATU,test
3862,3288,1034,1,GUNTING,train
611,1127,1021,0,BATU,test
2882,3527,3801,2,KERTAS,test
2906,3880,3488,2,KERTAS,train
3383,3132,1574,3,TIDAK_VALID,train
3794,2912,680,1,GUNTING,train
1071,779,527,0,BATU,train
3391,3765,113,1,GUNTING,train
2512,1473,4032,3,TIDAK_VALID,validation
3364,3647,3575,2,KERTAS,train
1323,987,940,3,TIDAK_VALID,validation
12,967,646,0,BATU,validation
820,805,814,0,BATU,train
613,761,1140,0,BATU,train
397,397,938,0,BATU,validation
548,1171,800,0,BATU,train
296,3968,3656,3,TIDAK_VALID,train
6,896,1166,0,BATU,train
3631,995,128,3,TIDAK_VALID,test
1121,660,769,0,BATU,train
3122,3727,855,1,GUNTING,test
1106,421,48,0,BATU,train
2924,3590,3573,2,KERTAS,train
3321,3784,3607,2,KERTAS,train
954,243,1119,0,BATU,train
2362,943,1151,3,TIDAK_VALID,train
1723,2245,2369,3,TIDAK_VALID,train
3287,3664,611,1,GUNTING,train
3996,3804,3399,2,KERTAS,train
3726,3461,1129,1,GUNTING,train
3598,3833,3569,2,KERTAS,test
264,3099,3774,3,TIDAK_VALID,train
796,3603,581,3,TIDAK_VALID,train
760,49,567,0,BATU,train
187,855,548,0,BATU,train
3923,3905,134,1,GUNTING,train
3309,3998,3135,2,KERTAS,validation
3719,3178,2945,2,KERTAS,train
3039,3404,3464,2,KERTAS,train
3991,3268,3732,2,KERTAS,train
2548,2701,2090,3,TIDAK_VALID,train
290,2913,763,3,TIDAK_VALID,validation
3672,3455,3813,2,KERTAS,train
2387,1157,3738,3,TIDAK_VALID,validation
3185,3595,3235,2,KERTAS,train
3438,4041,343,1,GUNTING,train
4031,3517,1200,1,GUNTING,validation
3177,3606,38,1,GUNTING,train
929,441,13,0,BATU,train
3890,3711,3113,2,KERTAS,train
3584,2957,4044,2,KERTAS,train
4065,3433,789,1,GUNTING,train
3455,2943,317,1,GUNTING,train
1080,414,1357,3,TIDAK_VALID,test
2969,2069,1593,3,TIDAK_VALID,train
3972,3001,765,1,GUNTING,train
1655,3520,3270,3,TIDAK_VALID,train
3799,3289,448,1,GUNTING,train
368,297,396,0,BATU,train
3769,923,2390,3,TIDAK_VALID,validation
3192,3202,549,1,GUNTING,train
3525,3159,1018,1,GUNTING,train
3212,3808,896,1,GUNTING,test
2985,2996,3110,2,KERTAS,train
484,3425,3720,3,TIDAK_VALID,train
172,587,512,0,BATU,train
3257,2968,195,1,GUNTING,train
1046,53,223,0,BATU,train
2607,2585,846,3,TIDAK_VALID,train
3346,4026,861,1,GUNTING,test
1088,2907,1300,3,TIDAK_VALID,test
3663,3460,540,1,GUNTING,train
3902,2972,260,1,GUNTING,test
265,603,16,0,BATU,test
3259,3261,3333,2,KERTAS,train
3362,3418,4074,2,KERTAS,test
3068,3470,566,1,GUNTING,test
882,548,1205,0,BATU,test
3787,3224,152,1,GUNTING,train
3485,3075,3589,2,KERTAS,train
3198,3094,116,1,GUNTING,validation
3565,3281,3048,2,KERTAS,train
3170,3551,379,1,GUNTING,test
3950,1344,3025,3,TIDAK_VALID,train
3642,3528,3989,2,KERTAS,validation
821,439,3380,3,TIDAK_VALID,train
2987,2919,886,1,GUNTING,train
984,1140,949,0,BATU,train
667,613,791,0,BATU,train
820,561,926,0,BATU,train
284,806,630,0,BATU,validation
3648,383,1387,3,TIDAK_VALID,validation
2472,1450,769,3,TIDAK_VALID,train
3840,3820,3968,2,KERTAS,train
539,3159,2682,3,TIDAK_VALID,validation
2930,3963,850,1,GUNTING,train
588,181,336,0,BATU,train
3367,3122,770,1,GUNTING,test
3504,3292,1031,1,GUNTING,train
3341,4062,3582,2,KERTAS,train
3165,2921,3593,2,KERTAS,train
302,283,33,0,BATU,train
1568,974,1190,3,TIDAK_VALID,test
3115,3726,438,1,GUNTING,train
3917,3040,161,1,GUNTING,validation
3963,3170,4000,2,KERTAS,train
3259,3988,3523,2,KERTAS,train
801,2853,2115,3,TIDAK_VALID,train
2912,3060,4037,2,KERTAS,train
3115,2961,3717,2,KERTAS,validation
1521,1022,2045,3,TIDAK_VALID,test
3838,3383,3491,2,KERTAS,train
3918,3652,1314,3,TIDAK_VALID,train
3879,3524,1472,3,TIDAK_VALID,train
3604,3053,3671,2,KERTAS,train
3478,3061,531,1,GUNTING,train
2891,3901,1196,1,GUNTING,train
1476,3544,3123,3,TIDAK_VALID,test
3110,3628,784,1,GUNTING,validation
475,1249,1477,3,TIDAK_VALID,train
2750,3165,275,3,TIDAK_VALID,validation
1075,754,342,0,BATU,train
3156,3850,1125,1,GUNTING,train
348,2973,836,3,TIDAK_VALID,validation
3449,3387,479,1,GUNTING,validation
3122,3644,3796,2,KERTAS,train
3203,3481,3270,2,KERTAS,train
3719,2908,2920,2,KERTAS,train
166,1159,494,0,BATU,train
3391,3371,3525,2,KERTAS,train
3728,4067,3330,2,KERTAS,validation
3037,2868,3006,2,KERTAS,test
3566,3130,872,1,GUNTING,train
444,108,145,0,BATU,train
3556,3700,3308,2,KERTAS,test
1567,3545,3981,3,TIDAK_VALID,train
3484,3328,566,1,GUNTING,test
148,88,1216,0,BATU,train
640,539,27,0,BATU,train
3487,3955,333,1,GUNTING,train
3227,3242,321,1,GUNTING,train
485,392,748,0,BATU,train
3717,3964,3811,2,KERTAS,validation
953,131,638,0,BATU,test
161,152,1140,0,BATU,train
633,424,518,0,BATU,train
3094,3701,87,1,GUNTING,train
643,125,1024,0,BATU,train
3811,3140,3339,2,KERTAS,validation
1023,372,540,0,BATU,train
3676,2996,2900,2,KERTAS,train
3069,2148,313,3,TIDAK_VALID,train
3516,3482,4046,2,KERTAS,train
2905,3334,3841,2,KERTAS,validation
3522,3721,3107,2,KERTAS,train
3486,3516,808,1,GUNTING,train
3841,3058,3551,2,KERTAS,train
644,654,392,0,BATU,test
3006,3676,959,1,GUNTING,train
2128,1967,3074,3,TIDAK_VALID,train
3217,3945,2933,2,KERTAS,train
3973,3462,3325,2,KERTAS,train
3224,1331,3212,3,TIDAK_VALID,train
3633,135,1731,3,TIDAK_VALID,validation
964,1383,1284,3,TIDAK_VALID,train
3329,3688,908,1,GUNTING,validation
163,993,433,0,BATU,validation
2957,3807,973,1,GUNTING,train
2938,3896,3699,2,KERTAS,train
3311,2869,3162,2,KERTAS,train
2198,2988,3165,3,TIDAK_VALID,validation
3376,3268,1191,1,GUNTING,train
3221,3106,33,1,GUNTING,train
3671,2881,1191,1,GUNTING,validation
2895,2885,194,1,GUNTING,test
3076,3431,209,1,GUNTING,train
3839,3421,970,1,GUNTING,train
3838,3911,1205,1,GUNTING,train
1099,166,399,0,BATU,validation
493,650,1,0,BATU,train
1135,220,251,0,BATU,validation
4067,2885,3600,2,KERTAS,train
189,142,26,0,BATU,train
148,607,681,0,BATU,test
4058,716,1045,3,TIDAK_VALID,train
3021,3102,4042,2,KERTAS,test
3527,2927,3417,2,KERTAS,train
3681,3684,537,1,GUNTING,test
3718,3689,3501,2,KERTAS,validation
3971,3226,202,1,GUNTING,test
1834,760,3013,3,TIDAK_VALID,train
1613,2125,2129,3,TIDAK_VALID,train
3422,3888,3415,2,KERTAS,validation
259,3308,2524,3,TIDAK_VALID,train
3822,3896,3192,2,KERTAS,validation
547,3522,2361,3,TIDAK_VALID,train
3930,3341,486,1,GUNTING,train
447,2419,2869,3,TIDAK_VALID,train
3892,3967,594,1,GUNTING,train
3582,3897,3783,2,KERTAS,test
2238,1332,3114,3,TIDAK_VALID,validation
405,178,127,0,BATU,train
3041,3860,3563,2,KERTAS,test
3297,3792,4051,2,KERTAS,test
3772,3755,4088,2,KERTAS,test
256,870,104,0,BATU,test
1510,1211,746,3,TIDAK_VALID,train
2985,2942,73,1,GUNTING,validation
3258,3547,3676,2,KERTAS,train
354,616,1224,0,BATU,validation
3492,3004,4077,2,KERTAS,train
576,64,406,0,BATU,validation
3063,3366,3820,2,KERTAS,test
308,2788,2045,3,TIDAK_VALID,train
3685,3775,3788,2,KERTAS,train
3859,3112,3512,2,KERTAS,train
3153,3535,3795,2,KERTAS,train
3428,3069,1050,1,GUNTING,validation
4085,3927,3260,2,KERTAS,validation
541,2102,3867,3,TIDAK_VALID,train
154,97,1036,0,BATU,validation
915,1189,400,0,BATU,train
3938,4057,1876,3,TIDAK_VALID,test
3154,3583,2376,3,TIDAK_VALID,validation
1546,2192,2296,3,TIDAK_VALID,validation
3895,3811,3697,2,KERTAS,train
2950,3091,1172,1,GUNTING,train
4023,3041,3185,2,KERTAS,train
3472,3761,3789,2,KERTAS,train
3320,310,2589,3,TIDAK_VALID,train
3031,3827,334,1,GUNTING,validation
3355,3265,3733,2,KERTAS,validation
2631,2949,2670,3,TIDAK_VALID,validation
1068,45,683,0,BATU,train
3773,3947,3942,2,KERTAS,train
3715,3160,3453,2,KERTAS,validation
35,230,1708,3,TIDAK_VALID,train
3612,3009,243,1,GUNTING,validation
3051,4055,3569,2,KERTAS,validation
2921,2372,1738,3,TIDAK_VALID,train
3543,3316,245,1,GUNTING,test
1123,1492,3603,3,TIDAK_VALID,validation
967,1827,1513,3,TIDAK_VALID,test
1341,3279,3564,3,TIDAK_VALID,train
2786,1952,3049,3,TIDAK_VALID,train
3724,3067,4033,2,KERTAS,train
3762,3771,4041,2,KERTAS,test
4072,3975,2901,2,KERTAS,train
4084,3187,3683,2,KERTAS,train
279,681,78,0,BATU,train
3940,3882,4072,2,KERTAS,test
3951,3326,548,1,GUNTING,train
3829,3099,292,1,GUNTING,train
977,601,615,0,BATU,train
2509,3553,707,3,TIDAK_VALID,train
3943,2934,3161,2,KERTAS,test
3455,3703,536,1,GUNTING,test
3480,3177,646,1,GUNTING,test
3747,3747,1168,1,GUNTING,train
3628,2118,956,3,TIDAK_VALID,train
3699,2941,3949,2,KERTAS,train
2959,3467,214,1,GUNTING,validation
3432,3027,488,1,GUNTING,train
1570,977,430,3,TIDAK_VALID,validation
775,427,814,0,BATU,train
722,1187,641,0,BATU,train
797,823,937,0,BATU,train
2874,3167,3675,2,KERTAS,test
3784,2890,336,1,GUNTING,train
170,951,142,0,BATU,train
3069,4080,402,1,GUNTING,train
3113,3884,4003,2,KERTAS,test
1132,287,1074,0,BATU,validation
670,762,856,0,BATU,train
502,267,723,0,BATU,train
3421,3754,3435,2,KERTAS,test
3784,3238,690,1,GUNTING,train
1040,2340,703,3,TIDAK_VALID,train
348,779,684,0,BATU,validation
942,991,379,0,BATU,train
2410,1972,1613,3,TIDAK_VALID,test
356,681,764,0,BATU,train
3723,3658,3735,2,KERTAS,train
429,846,819,0,BATU,test
3800,3505,576,1,GUNTING,test
2956,3347,2931,2,KERTAS,train
11,1557,1963,3,TIDAK_VALID,test
404,674,273,0,BATU,train
3265,3868,920,1,GUNTING,train
3883,4025,3919,2,KERTAS,train
459,1702,3537,3,TIDAK_VALID,validation
1018,290,191,0,BATU,validation
332,1909,4070,3,TIDAK_VALID,train
3738,3950,3660,2,KERTAS,train
2704,148,3974,3,TIDAK_VALID,train
18,625,484,0,BATU,test
3286,3567,3962,2,KERTAS,train
3114,3324,800,1,GUNTING,test
3874,3182,916,1,GUNTING,train
3284,2919,1067,1,GUNTING,train
3095,3567,3988,2,KERTAS,validation
447,26,3046,3,TIDAK_VALID,train
3542,3811,3227,2,KERTAS,train
3083,3550,314,1,GUNTING,train
3124,3144,957,1,GUNTING,train
709,57,865,0,BATU,validation
2965,3958,1178,1,GUNTING,test
901,39,700,0,BATU,train
750,766,166,0,BATU,train
3336,3146,3091,2,KERTAS,test
3595,3374,413,1,GUNTING,test
799,487,1149,0,BATU,validation
506,933,283,0,BATU,train
264,526,1153,0,BATU,validation
270,1628,3849,3,TIDAK_VALID,train
3006,3669,3459,2,KERTAS,train
4009,3764,3296,2,KERTAS,train
3804,2629,3528,3,TIDAK_VALID,validation
219,1110,675,0,BATU,train
677,704,582,0,BATU,validation
2875,2475,1566,3,TIDAK_VALID,train
54,190,839,0,BATU,train
3394,3305,3988,2,KERTAS,train
3146,3778,292,1,GUNTING,train
3783,3200,3089,2,KERTAS,train
3062,3990,3550,2,KERTAS,train
1891,1841,3374,3,TIDAK_VALID,test
3131,3079,1159,1,GUNTING,test
3084,3049,34,1,GUNTING,validation
520,1143,617,0,BATU,train
3445,3651,3232,2,KERTAS,test
3523,3206,37,1,GUNTING,train
3303,3623,159,1,GUNTING,train
3479,3589,3,1,GUNTING,train
4095,3803,2999,2,KERTAS,train
3003,3108,651,1,GUNTING,train
1136,31,682,0,BATU,train
3146,3345,3790,2,KERTAS,validation
3005,3636,1075,1,GUNTING,train
266,850,844,0,BATU,train
618,621,716,0,BATU,train
136,211,2846,3,TIDAK_VALID,train
3414,3262,475,1,GUNTING,train
2387,1432,1388,3,TIDAK_VALID,train
3312,3073,491,1,GUNTING,train
3163,3755,3572,2,KERTAS,train
809,695,1252,3,TIDAK_VALID,validation
3194,3570,3316,2,KERTAS,validation
3258,4008,407,1,GUNTING,train
2183,2960,385,3,TIDAK_VALID,train
6,1048,761,0,BATU,train
541,155,113,0,BATU,train
2937,4011,4065,2,KERTAS,test
68,215,66,0,BATU,train
772,621,1151,0,BATU,validation
3396,2967,339,1,GUNTING,train
3106,3968,32,1,GUNTING,train
3318,3447,300,1,GUNTING,validation
3081,2906,1166,1,GUNTING,test
2993,3457,543,1,GUNTING,train
3028,3844,3855,2,KERTAS,train
543,371,1128,0,BATU,train
503,822,3316,3,TIDAK_VALID,validation
3676,4085,289,1,GUNTING,train
457,56,967,0,BATU,train
3654,2982,3862,2,KERTAS,test
992,1227,364,0,BATU,train
1194,615,177,0,BATU,train
2934,2873,2937,2,KERTAS,train
3172,927,3853,3,TIDAK_VALID,train
3332,3096,170,1,GUNTING,train
3974,3563,238,1,GUNTING,train
897,1165,272,0,BATU,validation
3883,3105,790,1,GUNTING,test
3667,3351,3866,2,KERTAS,train
3974,3000,1201,1,GUNTING,validation
3927,3280,3431,2,KERTAS,validation
2712,2217,539,3,TIDAK_VALID,train
62,1206,576,0,BATU,train
1096,235,1447,3,TIDAK_VALID,test
287,366,469,0,BATU,validation
3377,3034,3891,2,KERTAS,train
617,513,316,0,BATU,train
2392,1549,1237,3,TIDAK_VALID,train
3107,3850,418,1,GUNTING,train
3553,3014,1003,1,GUNTING,train
3457,3574,691,1,GUNTING,test
2886,3157,615,1,GUNTING,train
1187,3128,1676,3,TIDAK_VALID,train
3566,3032,978,1,GUNTING,validation
1014,363,563,0,BATU,train
4002,3628,382,1,GUNTING,train
559,117,891,0,BATU,test
2122,1268,3954,3,TIDAK_VALID,train
3694,110,2139,3,TIDAK_VALID,validation
3386,3477,3562,2,KERTAS,train
3641,2895,342,1,GUNTING,train
319,166,144,0,BATU,train
137,1238,1732,3,TIDAK_VALID,train
3259,3082,3098,2,KERTAS,train
900,2176,2368,3,TIDAK_VALID,train
499,1000,205,0,BATU,train
3361,3187,3266,2,KERTAS,train
3418,3884,1044,1,GUNTING,train
3137,4016,5,1,GUNTING,train
4091,998,1936,3,TIDAK_VALID,validation
4076,3171,93,1,GUNTING,train
592,1179,802,0,BATU,train
881,815,44,0,BATU,validation
3007,3815,768,1,GUNTING,train
3260,4051,764,1,GUNTING,train
2924,3740,352,1,GUNTING,train
567,809,681,0,BATU,train
3616,3127,277,1,GUNTING,validation
3438,3949,781,1,GUNTING,train
3321,3507,3763,2,KERTAS,validation
426,663,1279,3,TIDAK_VALID,train
3739,3839,3045,2,KERTAS,train
2916,3994,500,1,GUNTING,train
3498,1335,2162,3,TIDAK_VALID,train
666,2082,2643,3,TIDAK_VALID,train
3405,3715,3573,2,KERTAS,train
71,450,663,0,BATU,train
509,127,445,0,BATU,validation
49,895,53,0,BATU,train
3570,2914,3980,2,KERTAS,train
582,277,703,0,BATU,train
3418,4076,3467,2,KERTAS,train
1165,1117,3143,3,TIDAK_VALID,train
3944,3167,3471,2,KERTAS,validation
3361,725,1472,3,TIDAK_VALID,train
702,3464,1702,3,TIDAK_VALID,validation
3600,4064,3175,2,KERTAS,validation
2989,2955,2898,2,KERTAS,train
4045,3735,1214,1,GUNTING,train
3977,3759,431,1,GUNTING,validation
1808,627,1247,3,TIDAK_VALID,validation
3162,807,2219,3,TIDAK_VALID,train
1097,177,1080,0,BATU,train
917,635,742,0,BATU,train
293,1132,1221,0,BATU,validation
3944,878,716,3,TIDAK_VALID,test
130,277,1033,0,BATU,train
1586,474,3545,3,TIDAK_VALID,train
3336,3796,709,1,GUNTING,train
689,1196,1380,3,TIDAK_VALID,train
3394,3425,393,1,GUNTING,test
2916,3475,804,1,GUNTING,train
3817,2997,80,1,GUNTING,validation
751,3414,491,3,TIDAK_VALID,test
2317,3753,2659,3,TIDAK_VALID,validation
3053,3257,705,1,GUNTING,validation
3773,3136,3674,2,KERTAS,validation
3602,3171,3057,2,KERTAS,train
4046,3024,429,1,GUNTING,train
946,115,806,0,BATU,train
3576,3585,523,1,GUNTING,validation
2973,3946,1135,1,GUNTING,train
390,1439,3451,3,TIDAK_VALID,train
3116,2893,4072,2,KERTAS,train
3311,2941,2877,2,KERTAS,train
3790,3050,3443,2,KERTAS,train
2053,2454,2901,3,TIDAK_VALID,train
2452,3269,135,3,TIDAK_VALID,train
3617,3545,965,1,GUNTING,validation
671,934,581,0,BATU,train
3217,3639,226,1,GUNTING,validation
3420,3088,3781,2,KERTAS,validation
2451,3762,1636,3,TIDAK_VALID,test
3468,3872,3144,2,KERTAS,train
165,449,83,0,BATU,train
1887,3901,362,3,TIDAK_VALID,validation
2946,3191,4083,2,KERTAS,train
3289,3504,359,1,GUNTING,train
689,3950,352,3,TIDAK_VALID,train
537,417,307,0,BATU,train
4089,3927,29,1,GUNTING,train
3363,4061,853,1,GUNTING,test
236,216,998,0,BATU,train
3645,3991,508,1,GUNTING,train
243,940,119,0,BATU,train
573,1458,1829,3,TIDAK_VALID,train
690,973,963,0,BATU,train
3068,3092,732,1,GUNTING,validation
2616,33,2587,3,TIDAK_VALID,train
256,923,146,0,BATU,train
3183,3628,574,1,GUNTING,train
3738,3059,3906,2,KERTAS,train
1133,108,140,0,BATU,train
848,869,1223,0,BATU,test
3435,3867,896,1,GUNTING,train
670,2259,2004,3,TIDAK_VALID,train
3650,3511,2920,2,KERTAS,train
3940,2870,3404,2,KERTAS,test
3046,3606,1132,1,GUNTING,train
883,136,982,0,BATU,test
3968,3058,1118,1,GUNTING,train
3831,2958,249,1,GUNTING,validation
3616,3195,3565,2,KERTAS,test
3917,1691,1700,3,TIDAK_VALID,train
3672,3780,3627,2,KERTAS,test
3035,3402,3962,2,KERTAS,train
1013,1137,247,0,BATU,train
3136,851,2002,3,TIDAK_VALID,train
2878,3322,391,1,GUNTING,train
1610,2388,1124,3,TIDAK_VALID,test
2917,3475,1418,3,TIDAK_VALID,train
966,791,1519,3,TIDAK_VALID,train
3330,4068,3716,2,KERTAS,train
722,816,537,0,BATU,train
436,797,632,0,BATU,train
2921,3136,3287,2,KERTAS,train
2884,3277,188,1,GUNTING,train
2967,3175,2602,3,TIDAK_VALID,train
105,739,1226,0,BATU,test
1197,99,801,0,BATU,train
1395,2834,181,3,TIDAK_VALID,train
4055,3564,1228,1,GUNTING,validation
206,910,964,0,BATU,train
371,313,1196,0,BATU,test
1317,2640,100,3,TIDAK_VALID,train
3346,3126,1262,3,TIDAK_VALID,train
805,939,1228,0,BATU,validation
2953,3256,1072,1,GUNTING,train
1033,586,822,0,BATU,test
693,3053,2281,3,TIDAK_VALID,train
3715,1275,3277,3,TIDAK_VALID,train
666,1050,816,0,BATU,validation
2939,3777,1032,1,GUNTING,train
3571,4094,32,1,GUNTING,train
3731,3303,732,1,GUNTING,train
3157,2903,379,1,GUNTING,train
2681,2848,1170,3,TIDAK_VALID,train
3244,3623,3131,2,KERTAS,test
3222,2526,2077,3,TIDAK_VALID,validation
4080,3121,3837,2,KERTAS,train
2938,3840,3752,2,KERTAS,validation
3350,1467,1904,3,TIDAK_VALID,validation
187,317,641,0,BATU,validation
93,1204,41,0,BATU,test
608,152,293,0,BATU,train
3577,3857,3533,2,KERTAS,train
3625,1719,1520,3,TIDAK_VALID,test
3907,3805,3470,2,KERTAS,test
3323,3281,2901,2,KERTAS,test
996,1232,1738,3,TIDAK_VALID,train
1432,1030,2645,3,TIDAK_VALID,validation
3554,3612,3360,2,KERTAS,test
3405,3201,809,1,GUNTING,train
493,2680,1711,3,TIDAK_VALID,train
120,575,246,0,BATU,train
350,1102,289,0,BATU,train
846,654,476,0,BATU,train
2882,3984,3655,2,KERTAS,train
4088,3841,1068,1,GUNTING,validation
4030,2997,486,1,GUNTING,train
551,320,1048,0,BATU,validation
1057,206,9,0,BATU,train
74,453,313,0,BATU,train
3288,3012,811,1,GUNTING,test
3584,3608,3536,2,KERTAS,train
3854,2991,379,1,GUNTING,train
3008,4062,4000,2,KERTAS,train
801,1011,206,0,BATU,train
2952,3076,3632,2,KERTAS,train
3666,3762,63,1,GUNTING,validation
3263,3219,167,1,GUNTING,train
2875,3221,923,1,GUNTING,train
3024,4066,3114,2,KERTAS,train
3692,3740,1210,1,GUNTING,train
4005,3605,942,1,GUNTING,train
3271,4058,3450,2,KERTAS,train
569,1015,840,0,BATU,train
776,762,785,0,BATU,train
3952,3034,3315,2,KERTAS,validation
3786,3212,4066,2,KERTAS,train
179,303,1146,0,BATU,validation
3682,3472,3333,2,KERTAS,train
3995,3936,3242,2,KERTAS,train
3091,3952,547,1,GUNTING,train
3485,3567,4084,2,KERTAS,validation
3505,3204,3251,2,KERTAS,validation
3720,3570,685,1,GUNTING,test
3131,2875,320,1,GUNTING,validation
280,493,978,0,BATU,validation
3476,3137,3362,2,KERTAS,validation
566,344,199,0,BATU,test
2606,3539,3225,3,TIDAK_VALID,validation
4011,3373,961,1,GUNTING,validation
428,831,548,0,BATU,validation
104,6,1415,3,TIDAK_VALID,train
3275,3669,675,1,GUNTING,train
2939,3635,812,1,GUNTING,validation
2158,2674,2937,3,TIDAK_VALID,train
3077,2573,3717,3,TIDAK_VALID,train
2941,3672,3487,2,KERTAS,train
3731,3051,1115,1,GUNTING,test
3676,3605,3868,2,KERTAS,train
2362,27,3794,3,TIDAK_VALID,validation
3885,3372,1210,1,GUNTING,validation
3484,3679,2896,2,KERTAS,train
539,372,454,0,BATU,train
2301,3360,3486,3,TIDAK_VALID,validation
2911,3829,3734,2,KERTAS,train
3475,3304,689,1,GUNTING,train
354,834,66,0,BATU,train
599,1009,790,0,BATU,validation
3304,3332,4027,2,KERTAS,train
4024,3179,3212,2,KERTAS,train
2899,3106,2935,2,KERTAS,train
1650,1953,1005,3,TIDAK_VALID,train
1139,1146,481,0,BATU,train
4042,3390,3297,2,KERTAS,train
2658,2888,646,3,TIDAK_VALID,train
3623,2418,336,3,TIDAK_VALID,train
3490,3429,3869,2,KERTAS,train
3288,4062,594,1,GUNTING,validation
3874,3495,583,1,GUNTING,train
3360,3275,3935,2,KERTAS,train
3646,2871,3760,2,KERTAS,train
3299,2959,3383,2,KERTAS,train
832,2475,3200,3,TIDAK_VALID,train
802,388,967,0,BATU,train
2131,327,1894,3,TIDAK_VALID,train
3585,44,931,3,TIDAK_VALID,train
3745,3960,3598,2,KERTAS,train
3369,3312,1480,3,TIDAK_VALID,train
3733,1738,415,3,TIDAK_VALID,test
459,800,133,0,BATU,train
4031,3160,3366,2,KERTAS,train
3306,3206,618,1,GUNTING,train
3762,3446,300,1,GUNTING,train
3844,3409,259,1,GUNTING,train
1719,2405,106,3,TIDAK_VALID,train
394,425,465,0,BATU,train
2932,3598,1209,1,GUNTING,train
3633,2634,3668,3,TIDAK_VALID,train
923,828,2918,3,TIDAK_VALID,train
1146,988,574,0,BATU,train
3371,2872,3419,2,KERTAS,validation
4016,3887,3323,2,KERTAS,test
3330,3280,3298,2,KERTAS,validation
3716,3554,1,1,GUNTING,train
4062,3731,3216,2,KERTAS,train
2156,2503,1775,3,TIDAK_VALID,train
591,3929,3568,3,TIDAK_VALID,test
1000,915,556,0,BATU,train
2719,2772,3036,3,TIDAK_VALID,train
495,399,2191,3,TIDAK_VALID,test
3918,3616,159,1,GUNTING,train
1676,3187,1492,3,TIDAK_VALID,test
302,897,927,0,BATU,train
1849,1506,462,3,TIDAK_VALID,train
1640,2803,609,3,TIDAK_VALID,test
3755,3894,3369,2,KERTAS,train
3352,3234,1130,1,GUNTING,validation
3000,3251,3078,2,KERTAS,train
2803,1350,322,3,TIDAK_VALID,train
3065,3754,2976,2,KERTAS,train
3699,2916,1065,1,GUNTING,train
294,639,267,0,BATU,test
2858,3109,1867,3,TIDAK_VALID,train
3111,3087,3786,2,KERTAS,train
3204,4070,310,1,GUNTING,train
141,258,1165,0,BATU,test
3116,3126,1202,1,GUNTING,train
4055,3013,3643,2,KERTAS,train
1769,1867,3003,3,TIDAK_VALID,train
3758,3660,1090,1,GUNTING,test
968,1086,928,0,BATU,test
3987,3216,3137,2,KERTAS,train
4090,3492,3541,2,KERTAS,test
3630,3691,559,1,GUNTING,train
3169,1279,326,3,TIDAK_VALID,train
1210,2021,119,3,TIDAK_VALID,train
3976,3909,3388,2,KERTAS,train
4029,3761,3022,2,KERTAS,train
3937,3273,77,1,GUNTING,validation
1211,257,243,0,BATU,train
643,1621,4010,3,TIDAK_VALID,train
667,901,74,0,BATU,test
858,1029,49,0,BATU,train
303,1919,1025,3,TIDAK_VALID,train
2977,3399,433,1,GUNTING,train
3562,1268,2944,3,TIDAK_VALID,train
